artists,id,name,popularity,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,analysis_url,duration_ms,time_signature
Elnur Huseynov,3XhbPuJJG3MlAP2exjHoVy,Hour Of The Wolf - Eurovision 2015 - Azerbaijan,32,spotify:track:3XhbPuJJG3MlAP2exjHoVy,0.483,0.672,2,-5.137,1,0.04,0.0602,4.51e-05,0.306,0.194,106.232,audio_features,https://api.spotify.com/v1/audio-analysis/3XhbPuJJG3MlAP2exjHoVy,179220,4
Dilara Kazimova,3xTzDgXwnvIR5G3Qzd8aQP,Start A Fire - Full Eurovision Version,27,spotify:track:3xTzDgXwnvIR5G3Qzd8aQP,0.3,0.316,11,-7.351,0,0.0311,0.834,0.0,0.183,0.311,85.076,audio_features,https://api.spotify.com/v1/audio-analysis/3xTzDgXwnvIR5G3Qzd8aQP,179947,3
Farid Mammadov,2Xfav1hvYvP7pBAumIQLxC,Hold me - Full Version,35,spotify:track:2Xfav1hvYvP7pBAumIQLxC,0.511,0.778,10,-3.605,0,0.0292,0.0123,0.0,0.184,0.359,89.998,audio_features,https://api.spotify.com/v1/audio-analysis/2Xfav1hvYvP7pBAumIQLxC,174571,4
Sabina Babayeva,1w2jm6QteAq3qw9xAYSe2W,When the music dies,31,spotify:track:1w2jm6QteAq3qw9xAYSe2W,0.224,0.591,1,-4.425,0,0.0332,0.605,2.38e-05,0.433,0.303,184.842,audio_features,https://api.spotify.com/v1/audio-analysis/1w2jm6QteAq3qw9xAYSe2W,179995,3
Nikki Jamal,6nA43LwkBmljzdIs1GKZ8x,Running scared (feat. Ell),45,spotify:track:6nA43LwkBmljzdIs1GKZ8x,0.325,0.702,0,-3.557,1,0.0327,0.0238,2.72e-06,0.36,0.239,172.041,audio_features,https://api.spotify.com/v1/audio-analysis/6nA43LwkBmljzdIs1GKZ8x,181577,4
Safura,0ADbA5DLDG7tvZayG26g9B,Drip Drop,32,spotify:track:0ADbA5DLDG7tvZayG26g9B,0.472,0.649,6,-4.317,1,0.0278,0.0103,1.62e-05,0.076,0.194,147.964,audio_features,https://api.spotify.com/v1/audio-analysis/0ADbA5DLDG7tvZayG26g9B,221467,3
Aysel,4xMRFkFYufAuTEKR0YMN3Z,Always - Single Version,45,spotify:track:4xMRFkFYufAuTEKR0YMN3Z,0.652,0.953,3,-2.417,0,0.0521,0.104,9.04e-06,0.0631,0.706,108.462,audio_features,https://api.spotify.com/v1/audio-analysis/4xMRFkFYufAuTEKR0YMN3Z,174627,4
VAL,2S82sSBWe86mi1EwNQl7kQ,Da Vidna,35,spotify:track:2S82sSBWe86mi1EwNQl7kQ,0.741,0.747,8,-6.081,1,0.0709,0.0389,0.000302,0.0893,0.451,95.941,audio_features,https://api.spotify.com/v1/audio-analysis/2S82sSBWe86mi1EwNQl7kQ,175498,4
ZENA,6sGcFdmfVhmq09Dy1rQgAh,Like It,46,spotify:track:6sGcFdmfVhmq09Dy1rQgAh,0.687,0.873,7,-4.471,0,0.0576,0.381,0.0,0.227,0.422,104.997,audio_features,https://api.spotify.com/v1/audio-analysis/6sGcFdmfVhmq09Dy1rQgAh,181381,4
ALEKSEEV,4whyGYFECu1EEQ0qAHJfjy,Forever,40,spotify:track:4whyGYFECu1EEQ0qAHJfjy,0.381,0.587,9,-5.444,0,0.0371,0.603,0.0,0.205,0.415,116.694,audio_features,https://api.spotify.com/v1/audio-analysis/4whyGYFECu1EEQ0qAHJfjy,180517,4
NAVIBAND,6ADaThAwRHYRDbqgBexynb,Historyja Majho žyccia (Eurovision 2017),0,spotify:track:6ADaThAwRHYRDbqgBexynb,0.463,0.966,4,-4.427,1,0.0784,0.0231,0.0,0.399,0.431,155.034,audio_features,https://api.spotify.com/v1/audio-analysis/6ADaThAwRHYRDbqgBexynb,179613,4
Ivan,2MlVjKpwffc77MQJHqIvjA,Help You Fly,34,spotify:track:2MlVjKpwffc77MQJHqIvjA,0.487,0.762,2,-6.095,0,0.0305,0.000624,2.43e-06,0.149,0.295,93.044,audio_features,https://api.spotify.com/v1/audio-analysis/2MlVjKpwffc77MQJHqIvjA,179943,4
Uzari,6blg0qHCVx36QDBGmWpy7M,Time - Eurovision Song Contest 2015,0,spotify:track:6blg0qHCVx36QDBGmWpy7M,0.564,0.84,7,-3.928,0,0.0388,0.0989,0.0,0.268,0.513,129.941,audio_features,https://api.spotify.com/v1/audio-analysis/6blg0qHCVx36QDBGmWpy7M,184385,4
Teo,4g7dROdE3ceRrBqmXR5TNF,Cheesecake,34,spotify:track:4g7dROdE3ceRrBqmXR5TNF,0.804,0.797,1,-4.148,0,0.0675,0.178,0.0,0.0731,0.894,95.028,audio_features,https://api.spotify.com/v1/audio-analysis/4g7dROdE3ceRrBqmXR5TNF,176901,4
Alyona Lanskaya,0e1e6NhRaK5sCPMOSueSxX,Solayoh (Eurovision Version),20,spotify:track:0e1e6NhRaK5sCPMOSueSxX,0.813,0.92,6,-4.779,0,0.0444,0.0218,0.00402,0.134,0.581,94.986,audio_features,https://api.spotify.com/v1/audio-analysis/0e1e6NhRaK5sCPMOSueSxX,181560,4
Litesound,6FbQRKDrpUPkJFtVh4CMzp,We Are the Heroes,0,spotify:track:6FbQRKDrpUPkJFtVh4CMzp,0.519,0.886,1,-3.781,0,0.0427,0.00616,0.0,0.0797,0.521,119.984,audio_features,https://api.spotify.com/v1/audio-analysis/6FbQRKDrpUPkJFtVh4CMzp,181848,4
Petr Elfimov,64JcF36RU4I1V7XvtuVaG9,Eyes That Never Lie,0,spotify:track:64JcF36RU4I1V7XvtuVaG9,0.392,0.882,2,-3.112,0,0.0494,0.00306,0.0,0.356,0.319,137.859,audio_features,https://api.spotify.com/v1/audio-analysis/64JcF36RU4I1V7XvtuVaG9,182227,4
Ruslan Alehno,0sKY3EVQQRxZfY24zDsgJN,Hasta La Vista,13,spotify:track:0sKY3EVQQRxZfY24zDsgJN,0.589,0.855,11,-5.386,0,0.03,0.000161,0.0,0.165,0.714,125.008,audio_features,https://api.spotify.com/v1/audio-analysis/0sKY3EVQQRxZfY24zDsgJN,182570,4
Hooverphonic,3qebp3gdFteTRN69PZ9zHu,The Wrong Place,71,spotify:track:3qebp3gdFteTRN69PZ9zHu,0.491,0.728,5,-4.482,1,0.0428,0.0479,1.38e-06,0.16,0.246,80.239,audio_features,https://api.spotify.com/v1/audio-analysis/3qebp3gdFteTRN69PZ9zHu,176507,4
Hooverphonic,3DxAwRSH1lhTneGRoWZyYq,Release Me,46,spotify:track:3DxAwRSH1lhTneGRoWZyYq,0.495,0.451,4,-5.035,0,0.025,0.175,0.0,0.0994,0.245,133.86,audio_features,https://api.spotify.com/v1/audio-analysis/3DxAwRSH1lhTneGRoWZyYq,185520,4
Eliot,4oQQAaU8J9A3JckIuNYCTv,Wake Up,0,spotify:track:4oQQAaU8J9A3JckIuNYCTv,0.597,0.599,7,-8.784,0,0.0275,0.38,1.48e-06,0.437,0.189,144.863,audio_features,https://api.spotify.com/v1/audio-analysis/4oQQAaU8J9A3JckIuNYCTv,179400,4
Sennek,0b05e1gmLgnXJqPERgnWRy,A Matter of Time,5,spotify:track:0b05e1gmLgnXJqPERgnWRy,0.664,0.587,0,-6.221,0,0.0289,0.118,0.0,0.2,0.586,87.986,audio_features,https://api.spotify.com/v1/audio-analysis/0b05e1gmLgnXJqPERgnWRy,179999,4
Blanche,3kXqUXnukwkpsxhW8emNC0,City Lights,0,spotify:track:3kXqUXnukwkpsxhW8emNC0,0.607,0.449,0,-8.785,0,0.027,0.234,7.31e-06,0.208,0.142,129.947,audio_features,https://api.spotify.com/v1/audio-analysis/3kXqUXnukwkpsxhW8emNC0,174577,4
Laura Tesoro,4d3fHHVvWpwrKK727XE3b1,What's the Pressure,45,spotify:track:4d3fHHVvWpwrKK727XE3b1,0.749,0.811,11,-2.626,1,0.099,0.0228,0.0,0.0696,0.762,117.01,audio_features,https://api.spotify.com/v1/audio-analysis/4d3fHHVvWpwrKK727XE3b1,171893,4
Loïc Nottet,3O2MsMZHCgSbRGEca5ML1N,Rhythm Inside,55,spotify:track:3O2MsMZHCgSbRGEca5ML1N,0.821,0.513,7,-5.388,1,0.0436,0.0802,0.0,0.067,0.308,90.008,audio_features,https://api.spotify.com/v1/audio-analysis/3O2MsMZHCgSbRGEca5ML1N,172153,4
Axel Hirsoux,63tq1qB7VRfA2wBNuB1Xtl,Mother - Eurovision 2014 - Belgium,0,spotify:track:63tq1qB7VRfA2wBNuB1Xtl,0.502,0.337,4,-8.104,0,0.0295,0.867,0.0,0.0888,0.25,72.862,audio_features,https://api.spotify.com/v1/audio-analysis/63tq1qB7VRfA2wBNuB1Xtl,182360,4
Roberto Bellarosa,3jnIL3XdLTXkZykRGoCzwB,Love Kills,0,spotify:track:3jnIL3XdLTXkZykRGoCzwB,0.464,0.681,6,-6.572,1,0.0347,0.0113,0.0,0.171,0.347,132.161,audio_features,https://api.spotify.com/v1/audio-analysis/3jnIL3XdLTXkZykRGoCzwB,180893,4
Iris,3RrVs335CJR4qb41ki7QxP,Would You,0,spotify:track:3RrVs335CJR4qb41ki7QxP,0.575,0.445,4,-7.375,1,0.0301,0.373,0.0,0.554,0.24,109.082,audio_features,https://api.spotify.com/v1/audio-analysis/3RrVs335CJR4qb41ki7QxP,179946,4
Witloof Bay,1iSpYnxIYAg8gL7IXVqocP,With Love Baby,17,spotify:track:1iSpYnxIYAg8gL7IXVqocP,0.645,0.674,0,-6.939,0,0.401,0.622,0.0,0.2,0.667,176.116,audio_features,https://api.spotify.com/v1/audio-analysis/1iSpYnxIYAg8gL7IXVqocP,178013,4
Tom Dice,2lKhWRtNIPZ5UV6b7Mn8QM,Me And My Guitar,0,spotify:track:2lKhWRtNIPZ5UV6b7Mn8QM,0.471,0.345,9,-8.373,1,0.0334,0.625,0.0,0.144,0.418,128.695,audio_features,https://api.spotify.com/v1/audio-analysis/2lKhWRtNIPZ5UV6b7Mn8QM,180940,4
Copycat,0mOHByNAoAstzLqBW8OkTL,Copycat,14,spotify:track:0mOHByNAoAstzLqBW8OkTL,0.496,0.995,2,-2.546,1,0.238,0.221,6.78e-06,0.369,0.581,87.96,audio_features,https://api.spotify.com/v1/audio-analysis/0mOHByNAoAstzLqBW8OkTL,179907,4
Ishtar,1f4WdiW7kIRlUktz7xTcNA,O Julissi Na Jalini,13,spotify:track:1f4WdiW7kIRlUktz7xTcNA,0.649,0.279,11,-8.903,0,0.037,0.927,0.0,0.195,0.745,136.0,audio_features,https://api.spotify.com/v1/audio-analysis/1f4WdiW7kIRlUktz7xTcNA,153853,4
The KMG's,56RSLwjb8A47Z9Jk6MjLDZ,Lovepower,13,spotify:track:56RSLwjb8A47Z9Jk6MjLDZ,0.627,0.901,0,-2.758,1,0.0529,0.0689,0.0,0.0974,0.577,129.896,audio_features,https://api.spotify.com/v1/audio-analysis/56RSLwjb8A47Z9Jk6MjLDZ,177400,4
Kate Ryan,1YuXoPqkTQOXpFJtjf5GWd,Je t'adore - Eurovision Mix,42,spotify:track:1YuXoPqkTQOXpFJtjf5GWd,0.581,0.836,8,-4.644,0,0.0705,0.0265,0.0,0.446,0.486,135.054,audio_features,https://api.spotify.com/v1/audio-analysis/1YuXoPqkTQOXpFJtjf5GWd,182000,4
Nuno Resende,5ZbT6pB7TvG2BFZ59dRtDs,Le Grand soir,12,spotify:track:5ZbT6pB7TvG2BFZ59dRtDs,0.351,0.445,3,-7.793,1,0.0309,0.464,0.0,0.149,0.256,79.724,audio_features,https://api.spotify.com/v1/audio-analysis/5ZbT6pB7TvG2BFZ59dRtDs,182320,4
Xandee,7KC7qvWu3LrmrbuB1czpQT,1 Life,13,spotify:track:7KC7qvWu3LrmrbuB1czpQT,0.68,0.913,11,-6.879,0,0.049,0.0663,0.000156,0.0445,0.955,129.984,audio_features,https://api.spotify.com/v1/audio-analysis/7KC7qvWu3LrmrbuB1czpQT,175600,4
Urban Trad,3z6rnKobVgVCYIDy43MU7z,Sanomi,27,spotify:track:3z6rnKobVgVCYIDy43MU7z,0.553,0.808,7,-6.178,0,0.0312,0.169,0.0,0.158,0.671,85.034,audio_features,https://api.spotify.com/v1/audio-analysis/3z6rnKobVgVCYIDy43MU7z,247933,4
Sergio,2JekX7Oj0dN6QIMlWHh6qm,Sister,19,spotify:track:2JekX7Oj0dN6QIMlWHh6qm,0.637,0.915,0,-6.818,1,0.0407,0.0194,0.0,0.044,0.856,132.999,audio_features,https://api.spotify.com/v1/audio-analysis/2JekX7Oj0dN6QIMlWHh6qm,163387,4
Lisa Del Bo,69E3WU5InePQ4ZcRp5x7N1,Liefde Is Een Kaartspel,16,spotify:track:69E3WU5InePQ4ZcRp5x7N1,0.606,0.795,0,-5.653,1,0.0361,0.00676,0.0,0.358,0.537,140.018,audio_features,https://api.spotify.com/v1/audio-analysis/69E3WU5InePQ4ZcRp5x7N1,172739,4
Clouseau,16U1Mtn8eRI8mWSIHrNaxU,Geef Het Op,0,spotify:track:16U1Mtn8eRI8mWSIHrNaxU,0.695,0.684,11,-9.367,1,0.0392,0.253,0.000263,0.124,0.748,134.512,audio_features,https://api.spotify.com/v1/audio-analysis/16U1Mtn8eRI8mWSIHrNaxU,168680,4
Philippe Lafontaine,2B7ZnHMgayT9EEV5qN2YqV,Macédomienne - Eurovision 1990,17,spotify:track:2B7ZnHMgayT9EEV5qN2YqV,0.685,0.63,9,-7.208,0,0.0287,0.443,1.02e-05,0.346,0.462,125.936,audio_features,https://api.spotify.com/v1/audio-analysis/2B7ZnHMgayT9EEV5qN2YqV,170284,4
Ingeborg,5eAOvEd5GqKdRTgNYsAAmW,Door De Wind,31,spotify:track:5eAOvEd5GqKdRTgNYsAAmW,0.668,0.487,1,-10.454,1,0.0292,0.485,0.0,0.0744,0.621,126.953,audio_features,https://api.spotify.com/v1/audio-analysis/5eAOvEd5GqKdRTgNYsAAmW,179000,4
Sandra Kim,5opXus6JIe9UD94Qk24RYB,J'aime la vie - No. 1 Eurovision Song Contest 1986,50,spotify:track:5opXus6JIe9UD94Qk24RYB,0.594,0.811,2,-5.911,1,0.0319,0.284,0.0,0.0998,0.668,139.112,audio_features,https://api.spotify.com/v1/audio-analysis/5opXus6JIe9UD94Qk24RYB,184088,4
Linda Lepomme,6UkYDk7TbcBfO4uorMksKd,Laat Me Nu Gaan,8,spotify:track:6UkYDk7TbcBfO4uorMksKd,0.268,0.735,2,-7.13,0,0.0918,0.83,3.87e-06,0.952,0.418,128.477,audio_features,https://api.spotify.com/v1/audio-analysis/6UkYDk7TbcBfO4uorMksKd,187667,4
Jacques Zegers,2s0NUFo02OS4aOMBmjczQg,Avanti la vie,13,spotify:track:2s0NUFo02OS4aOMBmjczQg,0.458,0.478,9,-10.783,1,0.0328,0.381,9.42e-06,0.0912,0.649,168.5,audio_features,https://api.spotify.com/v1/audio-analysis/2s0NUFo02OS4aOMBmjczQg,173387,4
Telex,0myHEpMRupkIiaOklZqKAY,Euro-vision - Remastered,22,spotify:track:0myHEpMRupkIiaOklZqKAY,0.728,0.73,0,-11.76,1,0.043,0.00583,0.00174,0.456,0.906,136.816,audio_features,https://api.spotify.com/v1/audio-analysis/0myHEpMRupkIiaOklZqKAY,164151,4
Pas De Deux,5tz7JaIV4lUuyHvXSmKjmi,Rendez-Vous (Remastered),21,spotify:track:5tz7JaIV4lUuyHvXSmKjmi,0.822,0.856,9,-5.99,1,0.0615,0.017,0.597,0.0494,0.93,148.564,audio_features,https://api.spotify.com/v1/audio-analysis/5tz7JaIV4lUuyHvXSmKjmi,166187,4
Pierre Rapsat,1ntNnJhwMluoU0dbHFkxRD,Judy & Cie,0,spotify:track:1ntNnJhwMluoU0dbHFkxRD,0.451,0.742,4,-5.614,0,0.0284,0.0606,0.00167,0.135,0.354,146.136,audio_features,https://api.spotify.com/v1/audio-analysis/1ntNnJhwMluoU0dbHFkxRD,172292,4
Nicole,5oYk71oFd8zFOUdPNOEmAr,Baby Baby,0,spotify:track:5oYk71oFd8zFOUdPNOEmAr,0.598,0.709,5,-6.748,0,0.0464,0.315,0.0,0.0533,0.694,138.078,audio_features,https://api.spotify.com/v1/audio-analysis/5oYk71oFd8zFOUdPNOEmAr,178853,4
Nicole & Hugo,5DWaFn0LxSr3f62NpIoIFj,Goeiemorgen Morgen,0,spotify:track:5DWaFn0LxSr3f62NpIoIFj,0.547,0.752,5,-6.641,1,0.0634,0.218,0.0,0.133,0.598,161.026,audio_features,https://api.spotify.com/v1/audio-analysis/5DWaFn0LxSr3f62NpIoIFj,168493,4
Louis Neefs,4nZ516wquSpoubxkqQ4ban,Jennifer Jennings,35,spotify:track:4nZ516wquSpoubxkqQ4ban,0.629,0.603,2,-10.896,1,0.0492,0.62,0.00355,0.208,0.718,114.831,audio_features,https://api.spotify.com/v1/audio-analysis/4nZ516wquSpoubxkqQ4ban,166947,4
Louis Neefs,6lhXqIJ0s2dygsuoPtHzgM,Oh Oh Ik Heb Zorgen,0,spotify:track:6lhXqIJ0s2dygsuoPtHzgM,0.232,0.666,7,-10.175,1,0.0469,0.822,0.0,0.43,0.771,173.128,audio_features,https://api.spotify.com/v1/audio-analysis/6lhXqIJ0s2dygsuoPtHzgM,145307,3
Fud Leclerc,0OgJ20kY3ls8xnPWvBTqBK,Ton Nom,6,spotify:track:0OgJ20kY3ls8xnPWvBTqBK,0.3,0.601,0,-8.053,1,0.0724,0.742,0.0,0.844,0.416,63.427,audio_features,https://api.spotify.com/v1/audio-analysis/0OgJ20kY3ls8xnPWvBTqBK,192654,4
Bob Benny,1aACvHfuj8DqgSK6SPlKRo,September Gouden Roos,6,spotify:track:1aACvHfuj8DqgSK6SPlKRo,0.377,0.199,0,-20.283,1,0.123,0.855,0.0,0.971,0.419,99.872,audio_features,https://api.spotify.com/v1/audio-analysis/1aACvHfuj8DqgSK6SPlKRo,254826,4
Fud Leclerc,2U0k7sc8lCBaFVmFkzhevp,Mon Amour Pour Toi,5,spotify:track:2U0k7sc8lCBaFVmFkzhevp,0.271,0.776,2,-4.664,0,0.195,0.984,0.00221,0.956,0.426,106.566,audio_features,https://api.spotify.com/v1/audio-analysis/2U0k7sc8lCBaFVmFkzhevp,236984,3
Bob Benny,6bFkXFZujrQBO4LGvmNv5D,Hou Toch Van Mij,4,spotify:track:6bFkXFZujrQBO4LGvmNv5D,0.419,0.497,7,-9.532,1,0.0465,0.734,0.0,0.458,0.758,112.328,audio_features,https://api.spotify.com/v1/audio-analysis/6bFkXFZujrQBO4LGvmNv5D,154613,4
Fud Leclerc,7f0mdKaCoMkTDmJSKk9Z75,Ma petite chatte,7,spotify:track:7f0mdKaCoMkTDmJSKk9Z75,0.497,0.158,0,-20.279,0,0.0753,0.936,0.0,0.113,0.572,143.059,audio_features,https://api.spotify.com/v1/audio-analysis/7f0mdKaCoMkTDmJSKk9Z75,177981,4
Bobbejaan Schoepen,3BM3vLAbeECkvyWWS3qdGK,"Straatdeuntje (Original, 1957)",12,spotify:track:3BM3vLAbeECkvyWWS3qdGK,0.536,0.502,10,-9.005,1,0.312,0.626,0.00349,0.134,0.817,181.464,audio_features,https://api.spotify.com/v1/audio-analysis/3BM3vLAbeECkvyWWS3qdGK,166387,3
Dalal Midhat i Deen ft.Ana Rucner i Jala,2TkMAYzMLc3odxu0w1D73y,Ljubav je,0,spotify:track:2TkMAYzMLc3odxu0w1D73y,0.304,0.73,3,-5.63,1,0.115,0.343,0.0,0.0895,0.478,83.531,audio_features,https://api.spotify.com/v1/audio-analysis/2TkMAYzMLc3odxu0w1D73y,181957,4
Maya Sar,4DBfmqwv8e9VgHbh3YjvsC,Korake ti znam - Esc 2012,0,spotify:track:4DBfmqwv8e9VgHbh3YjvsC,0.378,0.349,9,-7.496,1,0.0327,0.669,0.0,0.387,0.406,122.079,audio_features,https://api.spotify.com/v1/audio-analysis/4DBfmqwv8e9VgHbh3YjvsC,181920,4
Dino Merlin,0jrkLzHadgpwhE9J1QUBCp,Love In Rewind,8,spotify:track:0jrkLzHadgpwhE9J1QUBCp,0.53,0.704,6,-6.157,0,0.0298,0.516,0.0,0.0351,0.371,84.113,audio_features,https://api.spotify.com/v1/audio-analysis/0jrkLzHadgpwhE9J1QUBCp,177040,4
Regina,72pPz0QL8HncjUkgFJguHb,Bistra voda,29,spotify:track:72pPz0QL8HncjUkgFJguHb,0.522,0.778,6,-3.523,0,0.0388,0.438,2.38e-06,0.107,0.385,152.214,audio_features,https://api.spotify.com/v1/audio-analysis/72pPz0QL8HncjUkgFJguHb,186253,4
Elvir Lakovic Laka,1XzXbavbk2BT0ablO8fQaT,Pokusaj (Eurovision Song Contest 2008),22,spotify:track:1XzXbavbk2BT0ablO8fQaT,0.605,0.842,4,-5.126,1,0.0627,0.209,0.0,0.225,0.15,144.085,audio_features,https://api.spotify.com/v1/audio-analysis/1XzXbavbk2BT0ablO8fQaT,180640,4
Hari Mata Hari,15MOPm5cISWn9VhVOr6tAT,Lejla,34,spotify:track:15MOPm5cISWn9VhVOr6tAT,0.366,0.469,6,-8.001,0,0.0407,0.872,0.000142,0.0623,0.303,181.724,audio_features,https://api.spotify.com/v1/audio-analysis/15MOPm5cISWn9VhVOr6tAT,183640,4
Feminnem,1o5nL0IcAxh77bKBNzMQUt,Call Me,17,spotify:track:1o5nL0IcAxh77bKBNzMQUt,0.63,0.923,0,-5.015,1,0.144,0.184,0.0,0.0966,0.477,75.002,audio_features,https://api.spotify.com/v1/audio-analysis/1o5nL0IcAxh77bKBNzMQUt,184213,4
Deen,2wdhxJI8rvKq1VCRZsiEuA,In The Disco,24,spotify:track:2wdhxJI8rvKq1VCRZsiEuA,0.762,0.753,1,-7.71,1,0.0412,0.00209,0.000284,0.0879,0.635,134.019,audio_features,https://api.spotify.com/v1/audio-analysis/2wdhxJI8rvKq1VCRZsiEuA,174960,4
Nino Pršeš,1nYgrQQpJmeDLukAKH2Por,Hano,0,spotify:track:1nYgrQQpJmeDLukAKH2Por,0.566,0.621,7,-7.23,1,0.0621,0.249,0.0,0.0528,0.476,173.737,audio_features,https://api.spotify.com/v1/audio-analysis/1nYgrQQpJmeDLukAKH2Por,186387,4
Dino Merlin,6B30ALH5Jn4iT9pPadNOYT,Putnici,30,spotify:track:6B30ALH5Jn4iT9pPadNOYT,0.596,0.889,9,-7.982,0,0.143,0.144,1.34e-06,0.114,0.449,172.044,audio_features,https://api.spotify.com/v1/audio-analysis/6B30ALH5Jn4iT9pPadNOYT,182560,4
Davorin Popović,2ONmKfXd6LgNmtjGVh2XTk,Dvadeset I Prvi Vijek,5,spotify:track:2ONmKfXd6LgNmtjGVh2XTk,0.632,0.353,5,-15.44,0,0.0602,0.755,9.99e-06,0.089,0.343,94.994,audio_features,https://api.spotify.com/v1/audio-analysis/2ONmKfXd6LgNmtjGVh2XTk,184627,4
Fazla,6phethNfdodlInhpLHxiWH,Sva Bol Svijeta,12,spotify:track:6phethNfdodlInhpLHxiWH,0.6,0.424,2,-14.642,0,0.0323,0.293,1.25e-05,0.113,0.342,101.522,audio_features,https://api.spotify.com/v1/audio-analysis/6phethNfdodlInhpLHxiWH,177200,4
VICTORIA,6R6i1KOZjiPYLZ8dC0cUgd,growing up is getting old - Eurovision Version,66,spotify:track:6R6i1KOZjiPYLZ8dC0cUgd,0.413,0.193,7,-7.94,1,0.0296,0.796,1.09e-06,0.095,0.312,94.112,audio_features,https://api.spotify.com/v1/audio-analysis/6R6i1KOZjiPYLZ8dC0cUgd,188171,4
VICTORIA,5PnNiSp1xeYI318WPHEIzP,Tears Getting Sober,0,spotify:track:5PnNiSp1xeYI318WPHEIzP,0.457,0.147,6,-11.375,1,0.0319,0.935,6.56e-06,0.112,0.265,116.186,audio_features,https://api.spotify.com/v1/audio-analysis/5PnNiSp1xeYI318WPHEIzP,182229,4
Equinox,39qWzdNJSioJzfemhwXtDw,Bones,46,spotify:track:39qWzdNJSioJzfemhwXtDw,0.477,0.661,6,-6.952,0,0.048,0.137,3.17e-05,0.111,0.496,87.965,audio_features,https://api.spotify.com/v1/audio-analysis/39qWzdNJSioJzfemhwXtDw,179659,4
Kristian Kostov,54ibWn7vBabFt6srLwccav,Beautiful Mess,52,spotify:track:54ibWn7vBabFt6srLwccav,0.408,0.506,0,-8.24,0,0.0355,0.419,0.0,0.108,0.213,125.576,audio_features,https://api.spotify.com/v1/audio-analysis/54ibWn7vBabFt6srLwccav,180952,4
Poli Genova,1G5qDCiqei7ozj5ku43TuR,If Love Was a Crime - Eurovision 2016 - Bulgaria,47,spotify:track:1G5qDCiqei7ozj5ku43TuR,0.613,0.834,0,-5.164,1,0.0327,0.0211,0.0,0.225,0.524,110.069,audio_features,https://api.spotify.com/v1/audio-analysis/1G5qDCiqei7ozj5ku43TuR,179482,4
Stoyan Yankoulov,3thI8DuOGce7DohbcGkMa0,Само Шампиони,22,spotify:track:3thI8DuOGce7DohbcGkMa0,0.645,0.928,9,-5.272,0,0.0864,0.00555,0.000104,0.0944,0.744,130.026,audio_features,https://api.spotify.com/v1/audio-analysis/3thI8DuOGce7DohbcGkMa0,178773,4
Sofi Marinova,7gz29qHG6NQp1fPPPeJP2g,Love unlimited,28,spotify:track:7gz29qHG6NQp1fPPPeJP2g,0.751,0.663,11,-9.337,0,0.137,0.145,2.56e-05,0.361,0.863,130.032,audio_features,https://api.spotify.com/v1/audio-analysis/7gz29qHG6NQp1fPPPeJP2g,205987,4
Krassimir Avramov,1iqlGvWyLTVwoRWLZL9YGu,Illusion - Eurovision Remix,14,spotify:track:1iqlGvWyLTVwoRWLZL9YGu,0.493,0.906,4,-4.854,0,0.0714,0.00909,0.00117,0.0905,0.443,130.005,audio_features,https://api.spotify.com/v1/audio-analysis/1iqlGvWyLTVwoRWLZL9YGu,175636,4
Deep Zone & Balthazar,1YIZKhptvTugpAfWjGzjMY,"DJ, Take Me Away (Original Radio Mix)",18,spotify:track:1YIZKhptvTugpAfWjGzjMY,0.668,0.923,5,-5.187,0,0.0534,0.000325,0.0841,0.318,0.829,130.025,audio_features,https://api.spotify.com/v1/audio-analysis/1YIZKhptvTugpAfWjGzjMY,182439,4
Mariana Popova,2pfOxpgOUDd8GFoqRP2zuz,Let Me Cry,13,spotify:track:2pfOxpgOUDd8GFoqRP2zuz,0.491,0.737,7,-6.129,1,0.0449,0.307,0.0,0.0664,0.416,100.024,audio_features,https://api.spotify.com/v1/audio-analysis/2pfOxpgOUDd8GFoqRP2zuz,255973,4
Kaffe,439X8Ol70ZIvKd0yWu3byx,Lorraine - Eurovision Song Contest,13,spotify:track:439X8Ol70ZIvKd0yWu3byx,0.563,0.614,0,-5.409,1,0.0603,0.537,0.0,0.2,0.46,147.888,audio_features,https://api.spotify.com/v1/audio-analysis/439X8Ol70ZIvKd0yWu3byx,187747,4
Albina,63Wv3KNxCfnuUIW988TyIl,Tick-Tock,67,spotify:track:63Wv3KNxCfnuUIW988TyIl,0.765,0.758,4,-5.432,0,0.0352,0.0503,0.00068,0.343,0.76,125.979,audio_features,https://api.spotify.com/v1/audio-analysis/63Wv3KNxCfnuUIW988TyIl,180000,4
Damir Kedzo,0wFGlWGDcXAwjUof6cN2Re,Divlji vjetre - Eurovision Edit,33,spotify:track:0wFGlWGDcXAwjUof6cN2Re,0.522,0.813,0,-3.634,1,0.0472,0.012,0.0,0.317,0.273,125.09,audio_features,https://api.spotify.com/v1/audio-analysis/0wFGlWGDcXAwjUof6cN2Re,180922,4
Roko,6UCJi4zBQzel3s5GUHNH8r,The Dream,22,spotify:track:6UCJi4zBQzel3s5GUHNH8r,0.525,0.547,5,-8.712,0,0.0351,0.559,0.0,0.282,0.346,113.873,audio_features,https://api.spotify.com/v1/audio-analysis/6UCJi4zBQzel3s5GUHNH8r,180187,4
